product_id,product_name,main_category,rating_num,rating_count_num,sentiment_score,sentiment_label,sentiment_confidence,dominant_topic,topic_score,matched_topic_words,review_length_chars
B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),Computers&Accessories,4.4,25177.0,0.8498365855987974,positive,0.05555555555555555,Charging & Power,11,"cable, port, type",1726
B09MJ77786,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),Electronics,4.3,21252.0,1.2570787221094177,positive,0.18518518518518517,Product Quality & Durability,7,"quality, working",1188
B09NNGHG22,Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black),Electronics,4.3,567.0,1.0583005244258363,positive,0.08,Product Quality & Durability,6,quality,1255
B07V5YF4ND,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],Electronics,3.5,466.0,0.6172133998483676,positive,0.14285714285714285,Compatibility & Usability,3,"working, compatible",289
B0B65P827P,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black )",Computers&Accessories,3.9,61.0,0.125,positive,0.078125,Charging & Power,8,"charging, fast, charge, charger, cable",440
B084MZYBTV,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - White, USB-IF Certified",Computers&Accessories,4.5,474.0,1.0945409092309881,positive,0.16831683168316833,Product Quality & Durability,6,"quality, build, durable, sturdy",725
B097ZQTDVZ,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),Electronics,3.4,431.0,0.31923475378704885,positive,0.050955414012738856,Price & Value,4,"price, affordable",1089
B0B5F3YZY4,"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)",Computers&Accessories,4.0,242.0,1.2555553408646705,positive,0.11790393013100436,Charging & Power,15,"cable, charging, type, charge, lightning",1643
B09G5TSGXV,"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",Computers&Accessories,4.0,2905.0,0.5103103630798288,positive,0.11458333333333333,Charging & Power,5,"charging, charger, usb, port, cable",660
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,Electronics,4.4,12091.0,1.0969655114602888,positive,0.07666666666666666,Charging & Power,10,cable,2071
B09YLX91QR,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, White)",Computers&Accessories,4.0,1423.0,1.829982843991256,positive,0.27906976744186046,Charging & Power,5,"charging, cable, fast, usb",317
B081FJWN52,"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",Computers&Accessories,4.3,6255.0,0.7518820606756282,positive,0.06281407035175879,Charging & Power,23,"cable, charge, charging, fast, charger, adapter",2863
B0758F7KK7,"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)",Electronics,4.0,1236.0,0.9016696346674322,positive,0.0975609756097561,Compatibility & Usability,4,fit,928
B09L835C3V,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,4.2,1335.0,0.792593923901217,positive,0.11538461538461539,Product Quality & Durability,2,"quality, working",546
B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),Electronics,3.8,197.0,0.0,neutral,0.125,Product Quality & Durability,3,"working, quality",555
B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories,4.4,28791.0,1.7320508075688772,positive,0.2,Charging & Power,10,"cable, charging, watt, fast, battery, charge",549
B0B4T6MR8N,"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",Computers&Accessories,3.9,1075.0,0.5933908290969266,positive,0.18309859154929578,Charging & Power,10,"cable, charging, fast, usb",468
B01GGKZ4NU,"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",Computers&Accessories,4.2,29746.0,0.8081220356417685,positive,0.14285714285714285,Charging & Power,9,"cable, charging, charger, fast, type",639
B09BW2GP18,"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",Computers&Accessories,3.9,295.0,1.193117518002609,positive,0.2,Charging & Power,13,"charging, cable, fast, charger, charge",571
B09WN3SRC7,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),Electronics,4.7,5935.0,1.1375393879832252,positive,0.08074534161490683,Product Quality & Durability,9,"quality, damaged",3411
B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,Electronics,3.6,323.0,0.8873565094161139,positive,0.09448818897637795,Price & Value,3,"price, cheap",892
B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,Electronics,3.7,185.0,0.24433888871261045,positive,0.14925373134328357,Compatibility & Usability,5,"working, compatible, works",474
B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,Computers&Accessories,4.2,2117.0,0.5937322507759797,positive,0.07913669064748201,Charging & Power,11,"cable, port, type",947
B08N1WL9XW,"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",Computers&Accessories,4.0,9378.0,0.9299811099505543,positive,0.10810810810810811,Charging & Power,5,"charging, fast",529
B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),Electronics,3.6,1796.0,0.8249579113843055,positive,0.1527777777777778,Price & Value,7,"cheap, money, price, worth, value",462
B0BC8BQ432,VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),Electronics,4.3,3587.0,0.4873773249664941,positive,0.06158357771260997,Product Quality & Durability,3,"quality, working",2546
B06XFTHCNY,"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)",Electronics,4.2,4296.0,1.54713186938819,positive,0.20212765957446807,Product Quality & Durability,5,quality,697
B08CT62BM1,"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",Computers&Accessories,4.3,2651.0,1.0644002897775877,positive,0.10404624277456648,Charging & Power,28,"cable, charging, fast, charger, type",1208
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers&Accessories,4.2,94363.0,1.0,positive,0.15625,Charging & Power,5,"cable, charger, fast, charging, type",443
B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers&Accessories,4.2,34540.0,0.7242859683401482,positive,0.11475409836065574,Charging & Power,11,"cable, lightning, charging",869
B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,Electronics,4.4,8714.0,1.2081373926817924,positive,0.09595959595959595,Charging & Power,9,"cable, usb, adapter",1423
B07F1P8KNV,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",Computers&Accessories,4.2,10576.0,0.9538209664765319,positive,0.08270676691729323,Charging & Power,14,"cable, charging, charger, fast",905
B084N1BM9L,"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – Black",Computers&Accessories,4.4,7318.0,0.5669467095138409,positive,0.05357142857142857,Charging & Power,15,"charging, cable, usb, power, adapter, lightning, charge",771
B09F6D21BY,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,Electronics,3.0,103.0,-0.7223151185146152,negative,0.14492753623188406,Product Quality & Durability,5,"working, defective",523
B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics,4.5,224.0,0.34421419541075715,positive,0.052132701421800945,Compatibility & Usability,5,"device, working, android",1533
B0BC9BW512,Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),Electronics,4.3,4702.0,1.4724700907550443,positive,0.08108108108108109,Compatibility & Usability,17,"connect, laptop, phone, compatible, works, mobile, connection, device",4919
B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Computers&Accessories,4.2,85.0,1.3333333333333333,positive,0.3888888888888889,Product Quality & Durability,4,quality,276
B075ZTJ9XR,"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)",Electronics,4.4,35877.0,1.4241379898326239,positive,0.22535211267605634,Product Quality & Durability,6,"quality, working",492
B0978V2CP6,"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27",Electronics,4.0,897.0,0.37259714626609786,positive,0.03470715835140998,Compatibility & Usability,11,"device, connect, working, works, laptop, connection",3365
B09LRZYBH1,"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",Electronics,3.8,282.0,1.4184162865339505,positive,0.17857142857142858,Product Quality & Durability,4,"quality, strong",572
B0B997FBZT,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),Electronics,4.3,1611.0,1.1470786693528088,positive,0.10526315789473684,Price & Value,5,"price, budget, deal",2274
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),Electronics,4.2,513.0,1.0125791108334214,positive,0.16455696202531644,Price & Value,6,"money, value, worth",541
B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories,4.1,1045.0,1.5555555555555556,positive,0.2222222222222222,Charging & Power,14,"charging, cable, fast, charger",538
B08PZ6HZLT,VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),Electronics,4.0,6347.0,1.5,positive,0.3055555555555556,Product Quality & Durability,2,quality,252
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,Electronics,4.2,3300.0,0.7977240352174656,positive,0.22077922077922077,Product Quality & Durability,4,"quality, working",525
B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),Electronics,3.3,23.0,-0.41602514716892186,negative,0.057692307692307696,Delivery & Packaging,2,"box, return",381
B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),Electronics,4.3,7109.0,0.9070314577338638,positive,0.04821150855365474,Product Quality & Durability,8,"quality, defective, long",4728
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&Accessories,3.8,51.0,0.15811388300841897,positive,0.175,Product Quality & Durability,3,"stopped, working, quality",295
B09HQSV46W,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),Electronics,4.2,32840.0,1.1766968108291043,positive,0.17307692307692307,Product Quality & Durability,4,quality,783
B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",Electronics,3.7,708.0,0.9332565252573828,positive,0.16129032258064516,Product Quality & Durability,6,"working, stopped",657
B0B21XL94T,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),Electronics,4.3,1657.0,0.4256282653793743,positive,0.10869565217391304,Price & Value,6,"price, value, money, budget, worth",972
B09PTT8DZF,"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",Computers&Accessories,3.9,523.0,0.5773502691896258,positive,0.125,Charging & Power,5,"cable, charging, fast",359
B0B94JPY2N,"Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable | Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,3.0,,0.5163977794943222,positive,0.06666666666666667,Charging & Power,8,"charger, fast, charging, usb",446
B0B3XXSB1K,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),Electronics,4.3,1376.0,0.5468687416197306,positive,0.08411214953271028,Price & Value,3,"price, deal",1462
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,Electronics,3.5,121.0,0.125,positive,0.078125,Product Quality & Durability,2,"working, damaged",458
B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",Computers&Accessories,3.9,1075.0,0.5852057359806528,positive,0.1780821917808219,Charging & Power,10,"cable, charging, fast, usb",492
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),Electronics,4.0,1001.0,1.0909090909090908,positive,0.11570247933884298,Product Quality & Durability,4,quality,914
B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",Computers&Accessories,4.3,112.0,0.3721042037676254,positive,0.16923076923076924,Charging & Power,6,"cable, usb",437
B06XGWRKYT,Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),Electronics,3.8,3022.0,0.08638684255813601,neutral,0.08208955223880597,Product Quality & Durability,3,"quality, durable",906
B07CWDX49D,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey",Computers&Accessories,4.3,5451.0,0.8429272304235246,positive,0.11403508771929824,Charging & Power,5,"watt, charger, cable, fast, charging",753
B09TY4MSH3,Firestick Remote,Electronics,3.3,73.0,0.5865884600854132,positive,0.10752688172043011,Compatibility & Usability,7,"working, works, fit",1304
B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",Electronics,4.5,1029.0,1.7206180040292132,positive,0.19736842105263158,Product Quality & Durability,6,"quality, sturdy",566
B0B2C5MJN6,Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),Electronics,4.1,1555.0,0.2785430072655778,positive,0.11206896551724138,Product Quality & Durability,3,"working, quality",902
B0BBMGLQDW,"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",Electronics,4.2,47.0,1.4368424162141993,positive,0.25806451612903225,Charging & Power,2,cable,212
B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Computers&Accessories,4.1,14896.0,1.083880412207675,positive,0.06910569105691057,Charging & Power,26,"usb, cable, port, charging, adapter, charge, fast, power",1742
B08XXF5V6G,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),Electronics,4.4,1712.0,0.6454972243679028,positive,0.18333333333333332,Price & Value,2,price,410
B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,4.2,1335.0,0.792593923901217,positive,0.11538461538461539,Product Quality & Durability,2,"quality, working",546
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,3.9,214.0,0.30151134457776363,positive,0.1111111111111111,Product Quality & Durability,4,"quality, strong, working",682
B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",Electronics,4.0,184.0,0.5555555555555556,positive,0.08641975308641975,Compatibility & Usability,2,easy,583
B0BNDD9TN6,WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),Electronics,4.5,7.0,1.12089707663561,positive,0.1794871794871795,Product Quality & Durability,3,"working, quality, long",274
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,3.7,41.0,0.47809144373375745,positive,0.11428571428571428,Charging & Power,10,"usb, charger, charge, charging, fast",493
B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",Electronics,4.2,12153.0,0.9607689228305227,positive,0.10256410256410256,Product Quality & Durability,6,"quality, working",1181
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,4.2,25.0,1.3416407864998738,positive,0.3,Price & Value,2,"value, money",166
B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers&Accessories,4.2,163.0,0.6565321642986127,positive,0.1206896551724138,Compatibility & Usability,4,"working, connect, laptop, easy",431
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&Accessories,4.3,87.0,1.0242950394631678,positive,0.16393442622950818,Compatibility & Usability,6,"device, working, works, fit, easy",432
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,4.4,2165.0,1.2074068598865937,positive,0.18072289156626506,Product Quality & Durability,6,"quality, working, sturdy",581
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,4.2,1510.0,1.632993161855452,positive,0.2222222222222222,Product Quality & Durability,2,quality,414
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,4.3,106.0,0.9271726499455306,positive,0.12280701754385964,Compatibility & Usability,4,"easy, fit",395
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,3.7,129.0,0.5052911526399114,positive,0.11347517730496454,Product Quality & Durability,6,"quality, broken",1003
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,4.3,3049.0,0.7924058156930615,positive,0.11627906976744186,Charging & Power,7,"cable, fast, charging",845
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,4.2,32840.0,1.1881770515720091,positive,0.17647058823529413,Product Quality & Durability,4,quality,759
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,4.4,390.0,1.0400628679223047,positive,0.07211538461538461,Charging & Power,8,cable,1464
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,3.5,621.0,0.6384695075740977,positive,0.12738853503184713,Price & Value,8,"worth, cheap, cost, price, expensive",1147
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,4.1,265.0,1.3794609894300105,positive,0.17475728155339806,Charging & Power,6,"cable, charging, fast",710
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,4.3,838.0,1.5112193036696506,positive,0.17567567567567569,Charging & Power,10,"cable, charging, fast, charger",526
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,4.2,143.0,1.073312629199899,positive,0.144,Product Quality & Durability,3,"quality, material",844
B08G1RW2Q3,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers&Accessories,4.0,151.0,0.6625891564490792,positive,0.0975609756097561,Charging & Power,7,"cable, charge, fast, charging",638
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,3.9,200.0,1.6283046848759573,positive,0.1559633027522936,Product Quality & Durability,6,"quality, sturdy, durable, long, material",709
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,3.3,227.0,0.12126781251816648,positive,0.16176470588235295,Product Quality & Durability,5,working,486
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,3.8,538.0,1.5118578920369088,positive,0.19047619047619047,Price & Value,3,"expensive, value, money",417
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,4.0,171.0,1.5947630641475339,positive,0.12980769230769232,Compatibility & Usability,18,"laptop, works, working, connection, easy, fit, connect",1512
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,4.3,27508.0,0.3384798365000707,positive,0.055162659123055166,Product Quality & Durability,11,"quality, damage, build, working, stopped",5146
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,3.9,1454.0,0.6396021490668313,positive,0.1590909090909091,Charging & Power,7,"cable, usb",591
B08FD2VSD9,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,4.2,2951.0,1.0425720702853738,positive,0.30434782608695654,Price & Value,3,"value, money, price",286
B0BQRJ3C47,"REDTECH USB-C to Lightning Cable 3.3FT, [Apple MFi Certified] Lightning to Type C Fast Charging Cord Compatible with iPhone 14/13/13 pro/Max/12/11/X/XS/XR/8, Supports Power Delivery - White",Computers&Accessories,5.0,,0.6324555320336759,positive,0.2,Delivery & Packaging,1,delivery,86
B095JPKPH3,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Electronics,4.1,6753.0,0.14350946197048195,positive,0.06178489702517163,Product Quality & Durability,6,"quality, strong, working, damage",3228
B087JWLZ2K,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Electronics,3.9,3518.0,0.5360562674188973,positive,0.034482758620689655,Charging & Power,4,"usb, cable, fast",2607
B09DSXK8JX,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Electronics,4.2,1510.0,1.632993161855452,positive,0.2222222222222222,Product Quality & Durability,2,quality,414
B08V9C4B1J,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",Computers&Accessories,4.3,838.0,1.5112193036696506,positive,0.17567567567567569,Charging & Power,10,"cable, charging, fast, charger",526
B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,3.8,136.0,0.40613846605344767,positive,0.10309278350515463,Product Quality & Durability,4,"working, quality, strong, long",852
B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),Electronics,4.3,301.0,0.6246950475544243,positive,0.14634146341463414,Product Quality & Durability,2,quality,303
B086JTMRYL,"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black",Computers&Accessories,4.4,19763.0,1.7503798979747347,positive,0.2553191489361702,Charging & Power,4,"fast, charge, charging",352
B09RWQ7YR6,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),Electronics,4.3,21252.0,1.272891654681168,positive,0.189873417721519,Product Quality & Durability,7,"quality, working",1155
B00OFM6PEO,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Computers&Accessories,4.3,1902.0,1.5118578920369088,positive,0.2857142857142857,Price & Value,3,"worth, money, price",192
