amazon_record_id,product_id,product_name,main_category,sub_category,rating_num,rating_count_num,discount_percentage_num,estimated_revenue_proxy,review_length_chars,vader_compound_score,vader_sentiment_label,lda_topic_id,lda_topic_label,lda_topic_probability
698,B00Y4ORQ46,Logitech H111 Wired On Ear Headphones With Mic Black,Electronics,"Headphones,Earbuds&Accessories",4.0,13797.0,6,10278765.0,3154,0.997,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.8720788356684874
699,B074CWD7MS,"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",Electronics,Cameras&Photography,4.4,15137.0,38,23447213.0,1831,0.9962,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7782495380167678
700,B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,Accessories&Peripherals,4.4,18757.0,13,6546193.0,415,0.9698,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9794725899257852
701,B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,Accessories&Peripherals,4.5,815.0,46,790550.0,600,0.9918,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9819314138006502
702,B00A0VCJPI,"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",Computers&Accessories,NetworkingDevices,4.2,156638.0,41,230101222.0,1197,0.9919,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8517895471571894
703,B00UGZWM2I,COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,OfficeProducts,OfficePaperProducts,4.1,9344.0,75,1850112.0,740,0.9721,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9795576008973572
704,B00R1P3B4O,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,Electronics,Cameras&Photography,4.5,4875.0,0,2676375.0,400,0.2687,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9688452673297624
705,B0B3MWYCHQ,"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",Electronics,WearableTechnology,4.2,20881.0,70,62622119.0,1847,0.9921,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.9934731163178975
706,B09DG9VNWB,"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics,WearableTechnology,4.3,4744.0,60,56928000.0,2333,0.9918,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.92934550062353
707,B09Y5MP7C4,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)",Electronics,"Headphones,Earbuds&Accessories",3.9,12452.0,63,16175148.0,1778,0.9951,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.9930322534038413
708,B01DJJVFPC,"Duracell Ultra Alkaline AAA Battery, 8 Pcs",Electronics,GeneralPurposeBatteries&BatteryChargers,4.5,17810.0,15,4790890.0,549,0.8117,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7441202097157212
709,B07DFYJRQV,"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)",Electronics,"Headphones,Earbuds&Accessories",4.1,53648.0,47,42864752.0,655,0.8767,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6447237120914971
710,B08L879JSN,"Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)",Computers&Accessories,Monitors,4.2,2014.0,54,12686186.0,987,0.9748,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6791048065217384
711,B08TDJNM3G,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers&Accessories,Accessories&Peripherals,3.8,5958.0,0,351522.0,367,0.3125,positive,1,"Topic 1: Value, Usability & Everyday Products",0.83963919697629
712,B06XSK3XL6,boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable - (Black),Electronics,Mobiles&Accessories,4.3,38221.0,43,21824191.0,566,0.6996,positive,3,"Topic 3: Charging, Cables & Connectivity",0.6181518298656044
713,B07YNTJ8ZM,"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)",Electronics,HomeAudio,3.9,64705.0,45,35523045.0,4075,0.9837,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6503501048376347
714,B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics,Mobiles&Accessories,4.3,17129.0,65,35953771.0,1804,0.9963,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6256108372573291
715,B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,"HomeTheater,TV&Video",4.3,11976.0,39,161556240.0,434,0.875,positive,1,"Topic 1: Value, Usability & Everyday Products",0.5204982726416062
716,B07KR5P3YD,Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,Computers&Accessories,Accessories&Peripherals,3.9,17348.0,36,7771904.0,603,-0.2263,negative,1,"Topic 1: Value, Usability & Everyday Products",0.9833735256561645
717,B08FB2LNSZ,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)",Electronics,"Headphones,Earbuds&Accessories",3.7,87798.0,50,131609202.0,2059,-0.1973,negative,2,"Topic 2: Smart Devices, Wearables & Audio",0.8415159934568863
718,B01IBRHE3E,"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",Electronics,Cameras&Photography,4.2,24432.0,40,7305168.0,637,0.9441,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9376591098000336
719,B01N6LU1VF,SanDisk Ultra Dual 64 GB USB 3.0 OTG Pen Drive (Black),Computers&Accessories,ExternalDevices&DataStorage,4.3,189104.0,59,109491216.0,13239,0.9998,positive,3,"Topic 3: Charging, Cables & Connectivity",0.6777717914064596
720,B07XLML2YS,TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,Cameras&Photography,4.2,93112.0,24,232686888.0,1913,0.9959,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6210810212538092
721,B086WMSCN3,"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)",Electronics,"Headphones,Earbuds&Accessories",3.9,47521.0,80,56977679.0,1096,0.7348,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.9853767729734455
722,B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics,GeneralPurposeBatteries&BatteryChargers,4.3,27201.0,20,10853199.0,1060,0.9879,positive,1,"Topic 1: Value, Usability & Everyday Products",0.3845047618539883
723,B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,"HomeTheater,TV&Video",3.7,10962.0,44,3058398.0,839,0.1729,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.5602265520456938
724,B09F6S8BT6,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),Electronics,"HomeTheater,TV&Video",4.3,16299.0,41,219873510.0,549,-0.8476,negative,1,"Topic 1: Value, Usability & Everyday Products",0.7438757258095333
725,B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",Computers&Accessories,Accessories&Peripherals,4.3,31534.0,26,8797986.0,635,0.9614,positive,1,"Topic 1: Value, Usability & Everyday Products",0.982954137735547
726,B09P18XVW6,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics,WearableTechnology,3.9,7571.0,50,18919929.0,823,0.9815,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.9884945785883797
727,B00LZLPYHW,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,OfficePaperProducts,4.4,6537.0,14,895569.0,694,0.9666,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9779804090066971
728,B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories,Accessories&Peripherals,4.0,9377.0,70,553243.0,505,0.9817,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9808725373994858
729,B00NNQMYNE,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&Accessories,Accessories&Peripherals,4.5,21010.0,40,6281990.0,722,0.9781,positive,3,"Topic 3: Charging, Cables & Connectivity",0.5862091447564193
730,B0B217Z5VK,"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",Electronics,"Headphones,Earbuds&Accessories",3.9,3517.0,55,6327083.0,734,0.9817,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.8840579918465642
731,B07B88KQZ8,"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",Electronics,HomeAudio,4.3,63899.0,33,127734101.0,1501,0.9945,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.6845651473252217
732,B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),Electronics,"HomeTheater,TV&Video",4.2,12153.0,72,2418447.0,1181,0.9816,positive,1,"Topic 1: Value, Usability & Everyday Products",0.5584451274272831
733,B07Z3K96FR,Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,Computers&Accessories,Accessories&Peripherals,4.1,5730.0,73,2286270.0,667,0.99,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6937095188354045
734,B0756CLQWL,"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",Computers&Accessories,Accessories&Peripherals,4.2,25488.0,58,43304112.0,1601,0.9978,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6831875617195361
735,B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",Computers&Accessories,Accessories&Peripherals,4.5,54405.0,30,38029095.0,1730,0.9944,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7043105600891469
736,B09Z6WH2N1,"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)",Electronics,Mobiles&Accessories,4.2,1949.0,81,185155.0,908,0.9574,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9885242127440288
737,B01HGCLUH6,TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,Computers&Accessories,NetworkingDevices,4.2,122478.0,32,140727222.0,555,0.9648,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9799065871625826
738,B01N4EV2TL,"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers&Accessories,Accessories&Peripherals,4.3,7241.0,25,10825295.0,991,0.8963,positive,1,"Topic 1: Value, Usability & Everyday Products",0.888788309822028
739,B08MZQBFLN,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",Computers&Accessories,Accessories&Peripherals,4.0,20457.0,83,17367993.0,455,0.9001,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9796952021186971
740,B0752LL57V,Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,OfficeProducts,OfficeElectronics,4.5,8610.0,0,3788400.0,342,0.7958,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9686125152309171
741,B08K4PSZ3V,"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)",Electronics,Mobiles&Accessories,3.8,16557.0,65,5778393.0,1015,0.9882,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7742941847188368
742,B09Z28BQZT,"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",Computers&Accessories,Accessories&Peripherals,3.9,1087.0,85,651113.0,1032,0.9466,positive,1,"Topic 1: Value, Usability & Everyday Products",0.895726050441134
743,B094DQWV9B,"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",Computers&Accessories,Accessories&Peripherals,4.0,1540.0,63,229460.0,875,0.9535,positive,3,"Topic 3: Charging, Cables & Connectivity",0.7474982774542708
744,B0BBMPH39N,"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",Computers&Accessories,Accessories&Peripherals,4.1,401.0,71,115889.0,900,0.9482,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9854423244982682
745,B097JQ1J5G,"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers&Accessories,Accessories&Peripherals,3.4,9385.0,64,1679915.0,1009,-0.8677,negative,1,"Topic 1: Value, Usability & Everyday Products",0.5793317735526856
746,B07YY1BY5B,"Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)",Electronics,WearableTechnology,4.0,92588.0,70,138789412.0,190,0.8995,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7953776359779028
747,B08VRMK55F,"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",Electronics,"Headphones,Earbuds&Accessories",3.4,3454.0,43,1378146.0,2196,0.9809,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.9323246492393721
748,B08CHZ3ZQ7,"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",Computers&Accessories,Accessories&Peripherals,4.3,15790.0,25,9458210.0,2341,0.9989,positive,1,"Topic 1: Value, Usability & Everyday Products",0.8102725054485082
749,B08SCCG9D4,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers&Accessories,Accessories&Peripherals,3.9,14969.0,53,14205581.0,610,0.8619,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.9782300218317724
750,B0972BQ2RS,"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",Electronics,WearableTechnology,4.1,42139.0,75,105305361.0,1385,0.9851,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.8413739338153355
751,B00ZRBWPA0,Eveready Red 1012 AAA Batteries - Pack of 10,Electronics,GeneralPurposeBatteries&BatteryChargers,4.3,989.0,12,157251.0,167,0.8271,positive,1,"Topic 1: Value, Usability & Everyday Products",0.778353938107392
752,B0B2DD66GS,"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",Electronics,Accessories,4.5,19624.0,54,26080296.0,1749,0.2389,positive,3,"Topic 3: Charging, Cables & Connectivity",0.5253589472235607
753,B09M869Z5V,Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer,Computers&Accessories,Accessories&Peripherals,4.2,3201.0,43,1824570.0,1636,0.9189,positive,3,"Topic 3: Charging, Cables & Connectivity",0.7150086410235778
754,B07W6VWZ8C,"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",Electronics,HomeAudio,4.1,30469.0,55,27391631.0,636,0.9868,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.8440861442540551
755,B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,Accessories&Peripherals,4.4,9940.0,55,4463060.0,635,0.9721,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9802467022924695
756,B07YL54NVJ,"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",Computers&Accessories,ExternalDevices&DataStorage,4.3,7758.0,45,4259142.0,697,0.9708,positive,3,"Topic 3: Charging, Cables & Connectivity",0.6781563185458384
757,B0759QMF85,"TP-Link AC750 Dual Band Wireless Cable Router, 4 10/100 LAN + 10/100 WAN Ports, Support Guest Network and Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 GHz",Computers&Accessories,NetworkingDevices,4.3,68409.0,36,104597361.0,4404,0.9981,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7652308525516563
758,B00LM4X0KU,"Parker Quink Ink Bottle, Blue",OfficeProducts,OfficePaperProducts,4.3,3095.0,0,309500.0,451,0.9468,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9787840417108893
759,B08PFSZ7FH,STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black),Computers&Accessories,Accessories&Peripherals,4.2,903.0,80,269997.0,667,0.9093,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9746648037415827
760,B012MQS060,"Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black",Computers&Accessories,Accessories&Peripherals,4.1,25771.0,28,33373445.0,2625,0.9744,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6810279594641399
761,B01MF8MB65,boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),Electronics,"Headphones,Earbuds&Accessories",4.1,273189.0,30,190959111.0,8871,0.9998,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.8536878058979115
762,B00LHZWD0C,"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",OfficeProducts,OfficePaperProducts,4.5,3785.0,20,953820.0,1375,0.9046,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9884060537550947
763,B08QDPB1SL,Duracell Chhota Power AA Battery Set of 10 Pcs,Electronics,GeneralPurposeBatteries&BatteryChargers,4.4,2866.0,14,544540.0,399,0.7269,positive,1,"Topic 1: Value, Usability & Everyday Products",0.49607254143606705
764,B07BRKK9JQ,"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)",Computers&Accessories,Accessories&Peripherals,4.3,27223.0,19,35362677.0,1036,0.9834,positive,1,"Topic 1: Value, Usability & Everyday Products",0.824645635478794
765,B01EZ0X3L8,"SanDisk Ultra 64 GB USB Pen Drives (SDDDC2-064G-I35, Black, Silver)",Computers&Accessories,ExternalDevices&DataStorage,4.3,82356.0,56,60037524.0,765,0.649,positive,3,"Topic 3: Charging, Cables & Connectivity",0.7349472031826558
766,B00LM4W1N2,Parker Classic Gold Gold Trim Ball Pen,OfficeProducts,OfficePaperProducts,4.3,5719.0,20,2745120.0,532,0.9827,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9783712139138805
767,B0949SBKMP,"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",Electronics,WearableTechnology,4.0,26880.0,74,48357120.0,1148,0.9931,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.9883128589974791
768,B08YD264ZS,"Tarkan Portable Folding Laptop Desk for Bed, Lapdesk with Handle, Drawer, Cup & Mobile/Tablet Holder for Study, Eating, Work (Black)",Computers&Accessories,Accessories&Peripherals,4.3,1690.0,60,1688310.0,1605,0.9983,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9732574353288794
769,B094JNXNPV,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers&Accessories,Accessories&Peripherals,4.0,2766.0,25,827034.0,943,0.7626,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9897809927795773
770,B00GZLB57U,"Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof and Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)",Computers&Accessories,Accessories&Peripherals,4.4,8372.0,66,1992536.0,239,0.9383,positive,3,"Topic 3: Charging, Cables & Connectivity",0.945920900583874
771,B07V82W5CN,"HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black",Computers&Accessories,Accessories&Peripherals,4.0,7113.0,39,9595437.0,834,-0.7564,negative,1,"Topic 1: Value, Usability & Everyday Products",0.8303462541740383
772,B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&Accessories,Accessories&Peripherals,4.3,20850.0,70,6234150.0,836,0.9849,positive,3,"Topic 3: Charging, Cables & Connectivity",0.9901973943053665
773,B08HD7JQHX,"HUMBLE Dynamic Lapel Collar Mic Voice Recording Filter Microphone for Singing Youtube SmartPhones, Black",Computers&Accessories,Accessories&Peripherals,3.3,2804.0,60,557996.0,798,0.9845,positive,1,"Topic 1: Value, Usability & Everyday Products",0.500344159203951
774,B0B31FR4Y2,"Boult Audio Omega with 30dB ANC+ ENC, 32H Playtime, 45ms Latency Gaming Mode, Quad Mic Zen ENC, 3 Equalizer Modes, ANC, Type-C Fast Charging, IPX5 True Wireless in Ear Bluetooth Earbuds (Black)",Electronics,"Headphones,Earbuds&Accessories",3.7,1986.0,80,3970014.0,1546,0.9964,positive,2,"Topic 2: Smart Devices, Wearables & Audio",0.992419067259267
775,B09Y14JLP3,"STRIFF UPH2W Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (White)",Electronics,Mobiles&Accessories,4.1,2451.0,80,242649.0,285,0.936,positive,1,"Topic 1: Value, Usability & Everyday Products",0.7912750867964542
776,B09ZHCJDP1,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop",Computers&Accessories,Accessories&Peripherals,5.0,23.0,50,11477.0,1399,0.9935,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9915798817256045
777,B08C4Z69LN,Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,Computers&Accessories,Components,4.5,26194.0,49,46939648.0,2955,0.994,positive,1,"Topic 1: Value, Usability & Everyday Products",0.549653597612498
778,B016XVRKZM,"APC Back-UPS BX600C-IN 600VA / 360W, 230V, UPS System, an Ideal Power Backup & Protection for Home Office, Desktop PC & Home Electronics",Computers&Accessories,Accessories&Peripherals,3.9,15783.0,20,52068117.0,10639,0.9788,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6596785617743686
779,B00LHZW3XY,"Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 GSM, 300 Pages",OfficeProducts,OfficePaperProducts,4.4,8053.0,31,1006625.0,544,0.9825,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9775086461209821
780,B098JYT4SY,"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",Computers&Accessories,Accessories&Peripherals,4.1,2809.0,66,1120791.0,338,0.9298,positive,1,"Topic 1: Value, Usability & Everyday Products",0.6686352082011372
781,B08CFCK6CW,"Boult Audio Truebuds with 30H Playtime, IPX7 Waterproof, Lightning Boult™ Type C Fast Charging (10 Min=100Mins), BoomX™ Tech Rich Bass, Pro+ Calling HD Mic, Touch Controls in Ear Earbuds TWS (Grey)",Electronics,"Headphones,Earbuds&Accessories",3.6,25910.0,85,31066090.0,754,0.7308,positive,1,"Topic 1: Value, Usability & Everyday Products",0.5314093579968447
782,B09P564ZTJ,"Wembley LCD Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad with Colorful Letters | 9 Inch Graphic Tablet (Assorted)",Computers&Accessories,Accessories&Peripherals,3.8,1173.0,85,275655.0,1357,0.9953,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9899721134215552
783,B07MSLTW8Z,"Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)",Computers&Accessories,Accessories&Peripherals,3.6,6422.0,73,3525678.0,603,0.1823,positive,1,"Topic 1: Value, Usability & Everyday Products",0.9762043035739999
