lda_topic_id,lda_topic_label,product_count,avg_topic_probability,avg_rating,avg_rating_count,estimated_commercial_weight,avg_vader_compound,vader_negative_share,product_share
1,"Topic 1: Value, Usability & Everyday Products",831,0.8751317996074599,4.082530120481928,8955.439759036144,14518244972.8,0.793651263537906,0.05776173285198556,0.567235494880546
3,"Topic 3: Charging, Cables & Connectivity",333,0.8884623461203128,4.171171171171171,25719.99096385542,5111804827.47,0.8316867867867869,0.03903903903903904,0.2273037542662116
2,"Topic 2: Smart Devices, Wearables & Audio",301,0.8541656406760231,4.05282392026578,35861.544850498336,52289728833.0,0.8776631229235881,0.04318936877076412,0.2054607508532423
